"5329","","делаешь","ДЕЛАТЬ","V ipf praes sg indic - 2p","","","в Телеграмме , _делаешь_ мемчики , мм","ь","ш","е","а","л","е","V","ДЕЛАТЬ","V ipf praes sg indic - 2p","Ь"
"5330","","мемчики","МЕМЧИК","S m inan acc pl","","","Телеграмме , делаешь _мемчики_ , мм ,","и","к","и","ч","м","е","S","МЕМЧИК","S m inan acc pl","К"
"5331","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5332","","мм","ММ","INTJ","","","делаешь мемчики , _мм_ , делаешь селфи","м","м","","","","","INTJ","ММ","INTJ","М"
"5333","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5334","","делаешь","ДЕЛАТЬ","V ipf praes sg indic - 2p","","",", мм , _делаешь_ селфи , после","ь","ш","е","а","л","е","V","ДЕЛАТЬ","V ipf praes sg indic - 2p","Ь"
"5335","","селфи","СЕЛФИ","S n inan acc sg","","","мм , делаешь _селфи_ , после чего","и","ф","л","е","с","","S","СЕЛФИ","S m anim acc sg","И"
"5336","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5337","","после","ПОСЛЕ","PR","","","делаешь селфи , _после_ чего , ээ","е","л","с","о","п","","PR","ПОСЛЕ","PR","Е"
"5338","","чего","ЧТО","SPRO n inan gen sg","","","селфи , после _чего_ , ээ ,","о","г","е","ч","","","SPRO","ЧТО","S n - gen sg","О"
"5339","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5340","","ээ","ЭЭ","NONLEX","","","после чего , _ээ_ , прошариваешься и","э","э","","","","","NONLEX","ЭЭ","NONLEX","Э"
"5341","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5342","","прошариваешься","ПРОШАРИВАТЬСЯ","V ipf praes sg indic - 2p","","",", ээ , _прошариваешься_ и едешь в","я","с","ь","ш","е","а","V","ПРОШАРИВАТЬСЯ","V ipf praes sg indic - 2p","Я"
"5343","","и","И","CONJ","","","ээ , прошариваешься _и_ едешь в Ростов","и","","","","","","CONJ","И","CONJ","И"
"5344","","едешь","ЕХАТЬ","V ipf praes sg indic - 2p","","",", прошариваешься и _едешь_ в Ростов ...","ь","ш","е","д","е","","V","ЕХАТЬ","V ipf praes sg indic - 2p","Ь"
"5345","","в","В","PR","","","прошариваешься и едешь _в_ Ростов ... xe","в","","","","","","PR","В","PR","В"
"5346","","Ростов","РОСТОВ","S m inan acc sg","","","и едешь в _Ростов_ ... xe -","в","о","т","с","о","р","S","РОСТОВ","S m inan gen sg","В"
"5347","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5348","","xe","XE","NONLEX","","","в Ростов ... _xe_ - xe -","e","x","","","","","NONLEX","XE","NONLEX","E"
"5349","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"5350","","xe","XE","NONLEX","","","... xe - _xe_ - хе ...","e","x","","","","","NONLEX","XE","NONLEX","E"
"5351","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"5352","","хе","ХЕ","NONLEX","","","- xe - _хе_ ... на пару","е","х","","","","","NONLEX","ХЕ","NONLEX","Е"
"5353","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5354","","на","НА","PR","","","- хе ... _на_ пару дней ,","а","н","","","","","PR","НА","PR","А"
"5355","","пару","ПАРА","S f inan acc sg","","","хе ... на _пару_ дней , блин","у","р","а","п","","","S","ПАРА","S f inan acc sg","А"
"5356","","дней","ДЕНЬ","S m inan gen pl","","","... на пару _дней_ , блин ,","й","е","н","д","","","S","ДЕНЬ","S m inan gen pl","Ь"
"5357","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5358","","блин","БЛИН","INTJ","","","пару дней , _блин_ , вот ,","н","и","л","б","","","S","БЛИН","S m inan nom sg","Н"
"5359","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5360","","вот","ВОТ","PART","","",", блин , _вот_ , не помню","т","о","в","","","","PART","ВОТ","PART","Т"
"5361","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5362","","не","НЕ","PART","","",", вот , _не_ помню ... блин","е","н","","","","","PART","НЕ","PART","Е"
"5363","","помню","ПОМНИТЬ","V ipf praes sg indic - 1p","","","вот , не _помню_ ... блин ,","ю","н","м","о","п","","V","ПОМНИТЬ","V ipf praes sg indic - 1p","Ь"
"5364","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5365","","блин","БЛИН","INTJ","","","не помню ... _блин_ , уже ,","н","и","л","б","","","S","БЛИН","S m inan acc sg","Н"
"5366","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5367","","уже","УЖЕ","ADV -","","","... блин , _уже_ , странно ...","е","ж","у","","","","ADV","УЖЕ","ADV -","Е"
"5368","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5369","","странно","СТРАННО","ADV -","","",", уже , _странно_ ... в общем","о","н","н","а","р","т","ADV","СТРАННО","ADV -","О"
"5370","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5371","","в","В","PR","","",", странно ... _в_ общем - то","в","","","","","","PR","В","PR","В"
"5372","","общем","ОБЩИЙ","A - loc sg plen m -","","","странно ... в _общем_ - то ,","м","е","щ","б","о","","A","ОБЩИЙ","A - loc sg plen m -","Й"
"5373","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"5374","","то","ТО","PART","","","в общем - _то_ , мм ,","о","т","","","","","PART","ТО","NONLEX","О"
"5375","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5376","","мм","ММ","INTJ","","","- то , _мм_ , едешь в","м","м","","","","","INTJ","ММ","INTJ","М"
"5377","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5378","","едешь","ЕХАТЬ","V ipf praes sg indic - 2p","","",", мм , _едешь_ в Ростов ,","ь","ш","е","д","е","","V","ЕХАТЬ","V ipf praes sg indic - 2p","Ь"
"5379","","в","В","PR","","","мм , едешь _в_ Ростов , на","в","","","","","","PR","В","PR","В"
"5380","","Ростов","РОСТОВ","S m inan acc sg","","",", едешь в _Ростов_ , на пару","в","о","т","с","о","р","S","РОСТОВ","S m inan acc sg","В"
"5381","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5382","","на","НА","PR","","","в Ростов , _на_ пару дней ,","а","н","","","","","PR","НА","PR","А"
"5383","","пару","ПАРА","S f inan acc sg","","","Ростов , на _пару_ дней , ам","у","р","а","п","","","S","ПАРА","S f inan acc sg","А"
"5384","","дней","ДЕНЬ","S m inan gen pl","","",", на пару _дней_ , ам ...","й","е","н","д","","","S","ДЕНЬ","S m inan gen pl","Ь"
"5385","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5386","","ам","АМ","INTJ","","","пару дней , _ам_ ... в Ростове","м","а","","","","","INTJ","АМ","INTJ","М"
"5387","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5388","","в","В","PR","","",", ам ... _в_ Ростове активность состоит","в","","","","","","PR","В","PR","В"
"5389","","Ростове","РОСТОВ","S m inan loc sg","","","ам ... в _Ростове_ активность состоит из","е","в","о","т","с","о","S","РОСТОВ","S m inan loc sg","В"
"5390","","активность","АКТИВНОСТЬ","S f inan nom sg","","","... в Ростове _активность_ состоит из ,","ь","т","с","о","н","в","S","АКТИВНОСТЬ","S f inan nom sg","Ь"
"5391","","состоит","СОСТОЯТЬ","V ipf praes sg indic - 3p","","","в Ростове активность _состоит_ из , ээ","т","и","о","т","с","о","V","СОСТОЯТЬ","V ipf praes sg indic - 3p","Ь"
"5392","","из","ИЗ","PR","","","Ростове активность состоит _из_ , ээ ,","з","и","","","","","PR","ИЗ","PR","З"
"5393","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5394","","ээ","ЭЭ","NONLEX","","","состоит из , _ээ_ , ну ,","э","э","","","","","NONLEX","ЭЭ","NONLEX","Э"
"5395","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5396","","ну","НУ","PART","","",", ээ , _ну_ , примерно ,","у","н","","","","","PART","НУ","PART","У"
"5397","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5398","","примерно","ПРИМЕРНО","ADV -","","",", ну , _примерно_ , разделяя на","о","н","р","е","м","и","ADV","ПРИМЕРНО","ADV -","О"
"5399","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5400","","разделяя","РАЗДЕЛЯТЬ","V ipf praes - ger - -","","",", примерно , _разделяя_ на пару дней","я","я","л","е","д","з","V","РАЗДЕЛЯТЬ","V ipf praes - ger - -","Ь"
"5401","","на","НА","PR","","","примерно , разделяя _на_ пару дней ,","а","н","","","","","PR","НА","PR","А"
"5402","","пару","ПАРА","S f inan acc sg","","",", разделяя на _пару_ дней , я","у","р","а","п","","","S","ПАРА","S f inan acc sg","А"
"5403","","дней","ДЕНЬ","S m inan gen pl","","","разделяя на пару _дней_ , я не","й","е","н","д","","","S","ДЕНЬ","S m inan gen pl","Ь"
"5404","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5405","","я","Я","SPRO sg 1p - nom","","","пару дней , _я_ не буду говорить","я","","","","","","SPRO","Я","SPRO sg 1p - nom","Я"
"5406","","не","НЕ","PART","","","дней , я _не_ буду говорить ,","е","н","","","","","PART","НЕ","PART","Е"
"5407","","буду","БЫТЬ","V ipf fut sg indic - 1p","","",", я не _буду_ говорить , как","у","д","у","б","","","V","БЫТЬ","V ipf praes sg indic - 1p","Ь"
"5408","","говорить","ГОВОРИТЬ","V ipf - - inf - -","","","я не буду _говорить_ , как было","ь","т","и","р","о","в","V","ГОВОРИТЬ","V ipf - - inf - -","Ь"
"5409","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5410","","как","КАК","CONJ","","","буду говорить , _как_ было в том","к","а","к","","","","CONJ","КАК","CONJ","К"
"5411","","было","БЫТЬ","V ipf praet sg indic n -","","","говорить , как _было_ в том ,","о","л","ы","б","","","V","БЫТЬ","V ipf praet sg indic n -","Ь"
"5412","","в","В","PR","","",", как было _в_ том , в","в","","","","","","PR","В","PR","В"
"5413","","том","ТОТ","A - loc sg plen m -","","","как было в _том_ , в этом","м","о","т","","","","A","ТОТ","A - loc sg plen m -","Т"
"5414","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5415","","в","В","PR","","","в том , _в_ этом году ,","в","","","","","","PR","В","PR","В"
"5416","","этом","ЭТОТ","APRO - loc sg plen m -","","","том , в _этом_ году , потому что","м","о","т","э","","","APRO","ЭТОТ","A - loc sg plen m -","Т"
"5417","","году","ГОД","S m inan loc2 sg","","",", в этом _году_ , потому что я","у","д","о","г","","","S","ГОД","S m inan loc2 sg","Д"
"5418","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5419","","потому что","потому что","CONJ","","","этом году , _потому что_ я сам не","о","т","ч","","у","м","CONJ","потому что","CONJ","о"
"5420","","я","Я","SPRO sg 1p - nom","","","году , потому что _я_ сам не помню","я","","","","","","SPRO","Я","SPRO sg 1p - nom","Я"
"5421","","сам","САМ","A - nom sg plen m -","","",", потому что я _сам_ не помню ,","м","а","с","","","","A","САМ","A - nom sg plen m -","М"
"5422","","не","НЕ","PART","","","потому что я сам _не_ помню , но","е","н","","","","","PART","НЕ","PART","Е"
"5423","","помню","ПОМНИТЬ","V ipf praes sg indic - 1p","","","я сам не _помню_ , но ,","ю","н","м","о","п","","V","ПОМНИТЬ","V ipf praes sg indic - 1p","Ь"
"5424","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5425","","но","НО","CONJ","","","не помню , _но_ , в общем","о","н","","","","","CONJ","НО","CONJ","О"
"5426","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5427","","в","В","PR","","",", но , _в_ общем ... эм","в","","","","","","PR","В","PR","В"
"5428","","общем","ОБЩИЙ","A - loc sg plen m -","","","но , в _общем_ ... эм ,","м","е","щ","б","о","","A","ОБЩИЙ","A - loc sg plen m -","Й"
"5429","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5430","","эм","ЭМ","INTJ","","","в общем ... _эм_ , что там","м","э","","","","","INTJ","ЭМ","INTJ","М"
"5431","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5432","","что","ЧТО","CONJ","","","... эм , _что_ там есть точно","о","т","ч","","","","CONJ","ЧТО","CONJ","О"
"5433","","там","ТАМ","ADV -","","","эм , что _там_ есть точно :","м","а","т","","","","ADV","ТАМ","ADV -","М"
"5434","","есть","БЫТЬ","V ipf praes sg indic - 3p","","",", что там _есть_ точно : там","ь","т","с","е","","","V","БЫТЬ","V ipf praes sg indic - 3p","Ь"
"5435","","точно","ТОЧНО","ADV -","","","что там есть _точно_ : там очный","о","н","ч","о","т","","ADV","ТОЧНО","ADV -","О"
"5436","",":",":","PUNCT","","","","","","","","","","PUNCT","","",""
"5437","","там","ТАМ","ADV -","","","есть точно : _там_ очный тур ,","м","а","т","","","","ADV","ТАМ","ADV -","М"
"5438","","очный","ОЧНЫЙ","A - nom sg plen m -","","","точно : там _очный_ тур , то есть","й","ы","н","ч","о","","A","ОЧНЫЙ","A - nom sg plen m -","Й"
"5439","","тур","ТУР","S m inan nom sg","","",": там очный _тур_ , то есть ,","р","у","т","","","","S","ТУР","S m inan nom sg","Р"
"5440","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5441","","то есть","то есть","CONJ","","","очный тур , _то есть_ , нахрена вообще","ь","т","с","е","","о","CONJ","то есть","ADV -","ь"
"5442","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5443","","нахрена","НАХРЕНА","ADV","","",", то есть , _нахрена_ вообще мы все","а","н","е","р","х","а","S","НАХРЕН","S m inan gen sg","А"
"5444","","вообще","ВООБЩЕ","ADV -","","","то есть , нахрена _вообще_ мы все тут","е","щ","б","о","о","в","ADV","ВООБЩЕ","ADV -","Е"
"5445","","мы","МЫ","SPRO pl 1p - nom","","",", нахрена вообще _мы_ все тут собираемся","ы","м","","","","","SPRO","МЫ","SPRO pl 1p - nom","Ы"
"5446","","все","ВСЕ","APRO nom pl","","","нахрена вообще мы _все_ тут собираемся -","е","с","в","","","","S","ВСЕ","S - - acc pl","Е"
"5447","","тут","ТУТ","ADV -","","","вообще мы все _тут_ собираемся - конечно","т","у","т","","","","ADV","ТУТ","ADV -","Т"
"5448","","собираемся","СОБИРАТЬСЯ","V ipf praes pl indic - 1p","","","мы все тут _собираемся_ - конечно же","я","с","м","е","а","р","V","СОБИРАТЬСЯ","V ipf praes pl indic - 1p","Я"
"5449","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"5450","","конечно","КОНЕЧНО","ADV -","","","тут собираемся - _конечно_ же , чт","о","н","ч","е","н","о","ADV","КОНЕЧНО","ADV -","О"
"5451","","же","ЖЕ","PART","","","собираемся - конечно _же_ , чт ...","е","ж","","","","","PART","ЖЕ","PART","Е"
"5452","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5453","","чт","ЧТОБЫ","CONJ","distort","","конечно же , _чт_ ... чтобы написать","т","ч","","","","","CONJ","ЧТО","S - - - -","Ы"
"5454","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5455","","чтобы","ЧТОБЫ","CONJ","","",", чт ... _чтобы_ написать очный тур","ы","б","о","т","ч","","CONJ","ЧТОБЫ","CONJ","Ы"
"5456","","написать","НАПИСАТЬ","V pf - - inf - -","","","чт ... чтобы _написать_ очный тур ,","ь","т","а","с","и","п","V","НАПИСАТЬ","V pf - - inf - -","Ь"
"5457","","очный","ОЧНЫЙ","A - acc sg plen m inan","","","... чтобы написать _очный_ тур , аа","й","ы","н","ч","о","","A","ОЧНЫЙ","A - acc sg plen m inan","Й"
"5458","","тур","ТУР","S m inan acc sg","","","чтобы написать очный _тур_ , аа ...","р","у","т","","","","S","ТУР","S m inan acc sg","Р"
"5459","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5460","","аа","АА","INTJ","","","очный тур , _аа_ ... во-вторых ,","а","а","","","","","INTJ","АА","INTJ","А"
"5461","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5462","","во-вторых","ВО-ВТОРЫХ","PARENTH","","",", аа ... _во-вторых_ , эм ,","х","ы","р","о","т","в","ADV","ВО-ВТОРЫХ","ADV -","Х"
"5463","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5464","","эм","ЭМ","INTJ","","","... во-вторых , _эм_ , ну ,","м","э","","","","","INTJ","ЭМ","INTJ","М"
"5465","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5466","","ну","НУ","PART","","",", эм , _ну_ , важный такой","у","н","","","","","PART","НУ","PART","У"
"5467","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5468","","важный","ВАЖНЫЙ","A - nom sg plen m -","","",", ну , _важный_ такой аспект того","й","ы","н","ж","а","в","A","ВАЖНЫЙ","A - nom sg plen m -","Й"
"5469","","такой","ТАКОЙ","APRO - nom sg plen m -","","","ну , важный _такой_ аспект того ,","й","о","к","а","т","","APRO","ТАКОЙ","A - nom sg plen m -","Й"
"5470","","аспект","АСПЕКТ","S m inan nom sg","","",", важный такой _аспект_ того , что","т","к","е","п","с","а","S","АСПЕКТ","S m inan nom sg","Т"
"5471","","того","ТО","SPRO n - gen sg","","","важный такой аспект _того_ , что ты","о","г","о","т","","","SPRO","ТО","S n - gen sg","О"
"5472","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5473","","что","ЧТО","CONJ","","","аспект того , _что_ ты едешь в","о","т","ч","","","","CONJ","ЧТО","CONJ","О"
"5474","","ты","ТЫ","SPRO sg 2p - nom","","","того , что _ты_ едешь в Ростов","ы","т","","","","","SPRO","ТЫ","SPRO sg 2p - nom","Ы"
"5475","","едешь","ЕХАТЬ","V ipf praes sg indic - 2p","","",", что ты _едешь_ в Ростов -","ь","ш","е","д","е","","V","ЕХАТЬ","V ipf praes sg indic - 2p","Ь"
"5476","","в","В","PR","","","что ты едешь _в_ Ростов - это","в","","","","","","PR","В","PR","В"
"5477","","Ростов","РОСТОВ","S m inan acc sg","","","ты едешь в _Ростов_ - это пообщаться","в","о","т","с","о","р","S","РОСТОВ","S m inan acc sg","В"
"5478","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"5479","","это","ЭТО","PART","","","в Ростов - _это_ пообщаться с людьми","о","т","э","","","","PART","ЭТО","S n inan acc sg","О"
"5480","","пообщаться","ПООБЩАТЬСЯ","V pf - - inf - -","","","Ростов - это _пообщаться_ с людьми ,","я","с","ь","т","а","щ","V","ПООБЩАТЬСЯ","V pf - - inf - -","Я"
"5481","","с","С","PR","","","- это пообщаться _с_ людьми , которые","с","","","","","","PR","С","PR","С"
"5482","","людьми","ЧЕЛОВЕК","S m anim ins pl","","","это пообщаться с _людьми_ , которые так","и","м","ь","д","ю","л","S","ЧЕЛОВЕК","S m anim ins pl","К"
"5483","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5484","","которые","КОТОРЫЙ","APRO - nom pl plen - -","","","с людьми , _которые_ так ... такие","е","ы","р","о","т","о","APRO","КОТОРЫЙ","A - nom pl plen - -","Й"
"5485","","так","ТАК","ADV -","","","людьми , которые _так_ ... такие же","к","а","т","","","","ADV","ТАК","ADV -","К"
"5486","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5487","","такие","ТАКОЙ","APRO - nom pl plen - -","","","которые так ... _такие_ же долбанутые на","е","и","к","а","т","","APRO","ТАКОЙ","A - nom pl plen - -","Й"
"5488","","же","ЖЕ","PART","","","так ... такие _же_ долбанутые на голову","е","ж","","","","","PART","ЖЕ","PART","Е"
"5489","","долбанутые","ДОЛБАНУТЬ","PARTCP pf praet acc pl plen - pass inan","","","... такие же _долбанутые_ на голову ,","е","ы","т","у","н","а","PARTCP","ДОЛБАНУТЬ","PARTCP pf praet acc pl plen - pass inan","Ь"
"5490","","на","НА","PR","","","такие же долбанутые _на_ голову , как","а","н","","","","","PR","НА","PR","А"
"5491","","голову","ГОЛОВА","S f inan acc sg","","","же долбанутые на _голову_ , как ты","у","в","о","л","о","г","S","ГОЛОВА","S f inan acc sg","А"
"5492","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5493","","как","КАК","CONJ","","","на голову , _как_ ты ... ээ","к","а","к","","","","CONJ","КАК","CONJ","К"
"5494","","ты","ТЫ","SPRO sg 2p - nom","","","голову , как _ты_ ... ээ ,","ы","т","","","","","SPRO","ТЫ","SPRO sg 2p - nom","Ы"
"5495","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5496","","ээ","ЭЭ","NONLEX","","","как ты ... _ээ_ , вообще такая","э","э","","","","","NONLEX","ЭЭ","NONLEX","Э"
"5497","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5498","","вообще","ВООБЩЕ","ADV -","","","... ээ , _вообще_ такая полезная штука","е","щ","б","о","о","в","ADV","ВООБЩЕ","ADV -","Е"
"5499","","такая","ТАКОЙ","APRO - nom sg plen f -","","","ээ , вообще _такая_ полезная штука многих","я","а","к","а","т","","APRO","ТАКОЙ","A - nom sg plen f -","Й"
"5500","","полезная","ПОЛЕЗНЫЙ","A - nom sg plen f -","","",", вообще такая _полезная_ штука многих сходок","я","а","н","з","е","л","A","ПОЛЕЗНЫЙ","A - nom sg plen f -","Й"
"5501","","штука","ШТУКА","S f inan nom sg","","","вообще такая полезная _штука_ многих сходок -","а","к","у","т","ш","","S","ШТУКА","S f inan nom sg","А"
"5502","","многих","МНОГИЙ","A - gen pl plen - -","","","такая полезная штука _многих_ сходок - это","х","и","г","о","н","м","A","МНОГИЙ","A - gen pl plen - -","Й"
"5503","","сходок","СХОДКА","S f inan gen pl","","","полезная штука многих _сходок_ - это пообщаться","к","о","д","о","х","с","S","СХОДКА","S f inan gen pl","А"
"5504","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"5505","","это","ЭТО","PART","","","многих сходок - _это_ пообщаться с людьми","о","т","э","","","","PART","ЭТО","PART","О"
"5506","","пообщаться","ПООБЩАТЬСЯ","V pf - - inf - -","","","сходок - это _пообщаться_ с людьми ,","я","с","ь","т","а","щ","V","ПООБЩАТЬСЯ","V pf - - inf - -","Я"
"5507","","с","С","PR","","","- это пообщаться _с_ людьми , кот","с","","","","","","PR","С","PR","С"
"5508","","людьми","ЧЕЛОВЕК","S m anim ins pl","","","это пообщаться с _людьми_ , кот ...","и","м","ь","д","ю","л","S","ЧЕЛОВЕК","S m anim ins pl","К"
"5509","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5510","","кот","NONLEX","","","","с людьми , _кот_ ... которые такие","т","о","к","","","","S","КОТ","S m inan gen sg","X"
"5511","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5512","","которые","КОТОРЫЙ","APRO - nom pl plen - -","","",", кот ... _которые_ такие же долбанутые","е","ы","р","о","т","о","APRO","КОТОРЫЙ","A - nom pl plen - -","Й"
"5513","","такие","ТАКОЙ","APRO - nom pl plen - -","","","кот ... которые _такие_ же долбанутые на","е","и","к","а","т","","APRO","ТАКОЙ","A - nom pl plen - -","Й"
"5514","","же","ЖЕ","PART","","","... которые такие _же_ долбанутые на голову","е","ж","","","","","PART","ЖЕ","PART","Е"
"5515","","долбанутые","ДОЛБАНУТЬ","PARTCP pf praet acc pl plen - pass inan","","","которые такие же _долбанутые_ на голову ,","е","ы","т","у","н","а","PARTCP","ДОЛБАНУТЬ","PARTCP pf praet acc pl plen - pass inan","Ь"
"5516","","на","НА","PR","","","такие же долбанутые _на_ голову , как","а","н","","","","","PR","НА","PR","А"
"5517","","голову","ГОЛОВА","S f inan acc sg","","","же долбанутые на _голову_ , как ты","у","в","о","л","о","г","S","ГОЛОВА","S f inan acc sg","А"
"5518","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5519","","как","КАК","CONJ","","","на голову , _как_ ты ... эм","к","а","к","","","","CONJ","КАК","CONJ","К"
"5520","","ты","ТЫ","SPRO sg 2p - nom","","","голову , как _ты_ ... эм ...","ы","т","","","","","SPRO","ТЫ","SPRO sg 2p - nom","Ы"
"5521","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5522","","эм","ЭМ","INTJ","","","как ты ... _эм_ ...","м","э","","","","","INTJ","ЭМ","INTJ","М"
"5523","","...","...","PUNCT","","","","","","","","","","PUNCT","","",""
"5524","","","","","","","","","","","","","","","","",""
"5525","# sent = 501","","","","","","","","","","","","","","","",""
"5526","# speaker = B","","","","","","","","","","","","","","","",""
"5527","# sent = 502","","","","","","","","","","","","","","","",""
"5528","","Долбанутые","ДОЛБАНУТЬ","PARTCP pf praet acc pl plen - pass inan","","","_Долбанутые_ - в смысле","е","ы","т","у","н","а","A","ДОЛБАНУТЫЙ","A - nom sg plen f -","Ь"
"5529","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
"5530","","в","В","PR","","","Долбанутые - _в_ смысле в Ростов","в","","","","","","PR","В","PR","В"
"5531","","смысле","СМЫСЛ","S m inan loc sg","","","Долбанутые - в _смысле_ в Ростов поперлись","е","л","с","ы","м","с","S","СМЫСЛ","S m inan loc sg","Л"
"5532","","в","В","PR","","","- в смысле _в_ Ростов поперлись или","в","","","","","","PR","В","PR","В"
"5533","","Ростов","РОСТОВ","S m inan acc sg","","","в смысле в _Ростов_ поперлись или занимаются","в","о","т","с","о","р","S","РОСТОВ","S m inan acc sg","В"
"5534","","поперлись","ПОПЕРЕТЬСЯ","V pf praet pl indic - -","","","смысле в Ростов _поперлись_ или занимаются","ь","с","и","л","р","е","V","ПОПЕРЕТЬСЯ","V pf praet pl indic - -","Я"
"5535","","или","ИЛИ","CONJ","","","в Ростов поперлись _или_ занимаются цэтээф","и","л","и","","","","CONJ","ИЛИ","CONJ","И"
"5536","","занимаются","ЗАНИМАТЬСЯ","V ipf praes pl indic - 3p","","","Ростов поперлись или _занимаются_ цэтээф","я","с","т","ю","а","м","V","ЗАНИМАТЬСЯ","V ipf praes pl indic - 3p","Я"
"5537","<distinct form=""","","","","","","","","","","","","","","","",""
"5538","<dist>","цэтээф","","","","","","","","","","","","","","",""
"5539",""">","","","","","","","","","","","","","","","",""
"5540","","CTF","CTF","NONLEX","","","цэтээф _CTF_","f","t","c","","","","NONLEX","CTF","NONLEX","F"
"5541","</distinct>","","","","","","","","","","","","","","","",""
"5542","","","","","","","","","","","","","","","","",""
"5543","# sent = 503","","","","","","","","","","","","","","","",""
"5544","# speaker = A","","","","","","","","","","","","","","","",""
"5545","# sent = 504","","","","","","","","","","","","","","","",""
"5546","","Что","ЧТО","CONJ","","","_Что_ ? что ,","о","т","ч","","","","SPRO","ЧТО","S n - nom sg","О"
"5547","","?","?","PUNCT","","","","","","","","","","PUNCT","","",""
"5548","","что","ЧТО","CONJ","","","Что ? _что_ , еще раз","о","т","ч","","","","CONJ","ЧТО","CONJ","О"
"5549","",",",",","PUNCT","","","","","","","","","","PUNCT","","",""
"5550","","еще","ЕЩЕ","ADV -","","","? что , _еще_ раз ?","е","щ","е","","","","ADV","ЕЩЕ","ADV -","Е"
"5551","","раз","РАЗ","S m inan acc sg","","","что , еще _раз_ ?","з","а","р","","","","S","РАЗ","S m inan acc sg","З"
"5552","","?","?","PUNCT","","","","","","","","","","PUNCT","","",""
"5553","","","","","","","","","","","","","","","","",""
"5554","# sent = 505","","","","","","","","","","","","","","","",""
"5555","# speaker = B","","","","","","","","","","","","","","","",""
"5556","# sent = 506","","","","","","","","","","","","","","","",""
"5557","","Долбанутые","ДОЛБАНУТЬ","PARTCP pf praet acc pl plen - pass inan","","","_Долбанутые_ - в смысле","е","ы","т","у","н","а","A","ДОЛБАНУТЫЙ","A - nom sg plen f -","Ь"
"5558","","-","-","PUNCT","","","","","","","","","","PUNCT","","",""
